location,property_type,room_type,accommodates,bedrooms,has_wifi,has_ac,optimal_price_median,optimal_price_75
New York,Entire apartment,Entire place,16,3.0,1,0,414.51384621419083,414.51384621419083
New York,Entire apartment,Entire place,16,4.0,1,1,512.5604648626663,649.2340635055093
New York,Entire apartment,Entire place,16,7.0,1,1,530.8922602012796,677.966254700324
New York,Entire apartment,Entire place,16,9.0,1,1,721.9453395713041,721.9453395713041
New York,Entire bungalow,Entire place,2,2.0,1,1,119.41862800399306,119.41862800399306
New York,Entire bungalow,Entire place,3,1.0,1,1,124.74220422832954,124.74220422832954
New York,Entire bungalow,Entire place,4,1.0,1,1,125.40919294886797,139.0050298520022
New York,Entire bungalow,Entire place,6,2.0,1,1,160.68408608710175,160.68408608710175
New York,Entire bungalow,Entire place,6,3.0,1,1,190.92248990435678,190.92248990435678
New York,Entire bungalow,Entire place,8,2.0,1,1,98.95743355256899,98.95743355256899
New York,Entire bungalow,Entire place,8,3.0,1,1,314.6509459461891,314.6509459461891
New York,Entire condominium,Entire place,1,1.0,1,1,67.51565091206992,67.51565091206992
New York,Entire condominium,Entire place,2,1.0,0,1,140.01770521511938,140.01770521511938
New York,Entire condominium,Entire place,2,1.0,1,0,52.167194635695424,52.167194635695424
New York,Entire condominium,Entire place,2,1.0,1,1,139.41372309256295,179.57979491067778
New York,Entire condominium,Entire place,2,2.0,1,1,218.58193229034146,228.56385688682022
New York,Entire condominium,Entire place,3,1.0,1,1,151.18914503386267,220.10572517190963
New York,Entire condominium,Entire place,3,2.0,1,1,131.6319000759214,148.76607097617304
New York,Entire condominium,Entire place,4,1.0,1,0,152.59228968372435,152.59228968372435
New York,Entire condominium,Entire place,4,1.0,1,1,135.37766684698948,198.15764013056264
New York,Entire condominium,Entire place,4,2.0,1,1,185.37850846160273,266.6826758713435
New York,Entire condominium,Entire place,4,3.0,1,1,173.2344800447533,173.2344800447533
New York,Entire condominium,Entire place,5,1.0,1,1,111.26036783195804,210.36473993719832
New York,Entire condominium,Entire place,5,2.0,1,1,200.50790244136726,305.5017744421087
New York,Entire condominium,Entire place,5,3.0,1,1,205.59214113878826,228.11622411717855
New York,Entire condominium,Entire place,6,1.0,1,1,203.40973552060998,227.89896635864253
New York,Entire condominium,Entire place,6,2.0,1,1,314.1169784728199,355.73295759244655
New York,Entire condominium,Entire place,6,3.0,1,1,292.8386199765372,417.0775618128749
New York,Entire condominium,Entire place,6,4.0,1,1,1920.696328427882,1920.696328427882
New York,Entire condominium,Entire place,7,2.0,1,1,217.87696078102448,518.226431474085
New York,Entire condominium,Entire place,7,3.0,1,1,367.6516476059027,859.731850063039
New York,Entire condominium,Entire place,8,2.0,1,1,1516.2040932421007,2147.756063878147
New York,Entire condominium,Entire place,8,3.0,1,1,280.18760083960285,425.5797913344436
New York,Entire condominium,Entire place,8,4.0,1,1,198.66799219392936,198.66799219392936
New York,Entire condominium,Entire place,9,2.0,1,1,2545.49378469403,2703.208959856722
New York,Entire condominium,Entire place,10,4.0,1,1,307.1902566870491,307.1902566870491
New York,Entire condominium,Entire place,11,4.0,1,1,782.9480354350815,782.9480354350815
New York,Entire condominium,Entire place,12,2.0,1,1,120.15044741721789,120.15044741721789
New York,Entire cottage,Entire place,4,2.0,1,1,97.86311551950514,97.86311551950514
New York,Entire cottage,Entire place,5,2.0,1,1,239.60992695480928,239.60992695480928
New York,Entire cottage,Entire place,5,3.0,1,1,123.78406359272714,123.78406359272714
New York,Entire cottage,Entire place,7,1.0,1,1,203.65780677930215,203.65780677930215
New York,Entire floor,Entire place,3,1.0,1,1,102.87688165783254,112.77395152294146
New York,Entire floor,Entire place,4,3.0,1,1,173.06831510186987,173.06831510186987
New York,Entire guest suite,Entire place,1,1.0,0,0,42.14204262192455,42.14204262192455
New York,Entire guest suite,Entire place,1,1.0,1,1,101.37473213061904,115.8712770213255
New York,Entire guest suite,Entire place,2,1.0,0,0,85.27824709130887,85.27824709130887
New York,Entire guest suite,Entire place,2,1.0,1,0,70.54655637631282,84.32840833718028
New York,Entire guest suite,Entire place,2,1.0,1,1,98.23813706284835,122.41514013096545
New York,Entire guest suite,Entire place,2,2.0,1,1,99.07627948161972,102.08886293897832
New York,Entire guest suite,Entire place,3,1.0,1,0,70.1735068707469,77.86597474304449
New York,Entire guest suite,Entire place,3,1.0,1,1,93.75602861906629,121.87797132710293
New York,Entire guest suite,Entire place,3,2.0,1,0,150.01279130469405,150.01279130469405
New York,Entire guest suite,Entire place,3,2.0,1,1,140.53282111892378,166.44369108792878
New York,Entire guest suite,Entire place,4,1.0,1,0,99.08150826894438,114.17471242682234
New York,Entire guest suite,Entire place,4,1.0,1,1,105.26269795578952,127.02767060954258
New York,Entire guest suite,Entire place,4,2.0,1,0,114.20191351813983,114.20191351813983
New York,Entire guest suite,Entire place,4,2.0,1,1,125.9525009783267,165.79183752267963
New York,Entire guest suite,Entire place,5,1.0,1,1,88.70460919537445,93.53026824142653
New York,Entire guest suite,Entire place,5,2.0,1,1,134.98443244211575,187.3432481812667
New York,Entire guest suite,Entire place,5,3.0,1,1,159.66565228808363,159.66565228808363
New York,Entire guest suite,Entire place,6,2.0,0,1,272.42653657004166,272.42653657004166
New York,Entire guest suite,Entire place,6,2.0,1,0,92.07377223878066,92.07377223878066
New York,Entire guest suite,Entire place,6,2.0,1,1,158.96490882505384,211.02228320208368
New York,Entire guest suite,Entire place,6,3.0,1,1,192.89742745515892,194.5720148178114
New York,Entire guest suite,Entire place,8,2.0,1,1,86.22063307704587,86.22063307704587
New York,Entire guest suite,Entire place,8,3.0,1,1,182.47211262748579,182.47211262748579
New York,Entire guest suite,Entire place,10,4.0,1,1,185.63010446407958,185.63010446407958
New York,Entire guesthouse,Entire place,2,1.0,1,1,85.4466572376109,96.15068433787333
New York,Entire guesthouse,Entire place,2,2.0,1,1,81.11218238326593,81.11218238326593
New York,Entire guesthouse,Entire place,3,1.0,1,1,118.98210334514533,140.45035194305183
New York,Entire guesthouse,Entire place,3,2.0,1,1,139.78044414690424,139.78044414690424
New York,Entire guesthouse,Entire place,4,1.0,0,1,108.69817921073802,108.69817921073802
New York,Entire guesthouse,Entire place,4,1.0,1,0,71.59807100892039,71.59807100892039
New York,Entire guesthouse,Entire place,4,1.0,1,1,98.25195336182801,107.4678717272059
New York,Entire guesthouse,Entire place,5,2.0,1,1,170.5030707628448,180.2968195016095
New York,Entire guesthouse,Entire place,5,3.0,1,0,159.88194577510913,159.88194577510913
New York,Entire guesthouse,Entire place,6,2.0,1,1,108.87102580974683,108.87102580974683
New York,Entire guesthouse,Entire place,6,3.0,1,1,171.73406629208372,183.64285813067124
New York,Entire home/apt,Entire place,4,1.0,1,0,253.3764042695989,253.3764042695989
New York,Entire house,Entire place,1,1.0,1,1,165.82880555216832,165.82880555216832
New York,Entire house,Entire place,1,2.0,1,1,328.161474581873,328.161474581873
New York,Entire house,Entire place,2,1.0,0,1,94.63063381696564,107.05590166751608
New York,Entire house,Entire place,2,1.0,1,0,82.94276667467535,88.97057802325179
New York,Entire house,Entire place,2,1.0,1,1,94.93352488485094,102.96927514720774
New York,Entire house,Entire place,2,2.0,1,1,99.40696834532213,108.8863065693463
New York,Entire house,Entire place,3,1.0,1,0,73.34032064519732,79.46451533605006
New York,Entire house,Entire place,3,1.0,1,1,101.15182564654393,156.76988507492294
New York,Entire house,Entire place,3,2.0,1,0,192.51448135475457,192.51448135475457
New York,Entire house,Entire place,3,2.0,1,1,114.23628630938813,133.87981925158994
New York,Entire house,Entire place,3,3.0,1,1,178.4356699957219,178.4356699957219
New York,Entire house,Entire place,4,1.0,1,0,88.56352300782765,99.48737139375059
New York,Entire house,Entire place,4,1.0,1,1,98.15672712088795,131.78170462532967
New York,Entire house,Entire place,4,2.0,1,0,92.41294791346188,129.07950466063676
New York,Entire house,Entire place,4,2.0,1,1,145.16456041260528,177.09526216112667
New York,Entire house,Entire place,4,3.0,1,1,160.27611133282926,358.11399055706596
New York,Entire house,Entire place,5,1.0,1,0,94.63298469415265,94.63298469415265
New York,Entire house,Entire place,5,1.0,1,1,82.42812117913623,133.46712123209338
New York,Entire house,Entire place,5,2.0,1,0,58.097433642899574,67.59160770068755
New York,Entire house,Entire place,5,2.0,1,1,123.54684849055957,201.20765672897306
New York,Entire house,Entire place,5,3.0,1,0,238.89834019430543,238.89834019430543
New York,Entire house,Entire place,5,3.0,1,1,213.25150817010737,422.8928118592699
New York,Entire house,Entire place,5,4.0,1,1,126.23770036489556,126.23770036489556
New York,Entire house,Entire place,6,1.0,1,0,117.9210287552244,117.9210287552244
New York,Entire house,Entire place,6,1.0,1,1,141.36357791747466,216.87881731573816
New York,Entire house,Entire place,6,2.0,0,0,139.49559267536276,139.49559267536276
New York,Entire house,Entire place,6,2.0,1,0,226.98208442931062,272.29202845017363
New York,Entire house,Entire place,6,2.0,1,1,146.0299896478279,194.81052217967255
New York,Entire house,Entire place,6,3.0,1,1,193.3039548953655,363.49112616235914
New York,Entire house,Entire place,6,4.0,1,1,233.93421347015067,413.63959974672224
New York,Entire house,Entire place,7,2.0,1,1,146.75622131487705,182.20249119570775
New York,Entire house,Entire place,7,3.0,1,1,153.85978435530876,197.15509435346826
New York,Entire house,Entire place,7,4.0,1,1,232.30635749124934,243.42870686401156
New York,Entire house,Entire place,8,1.0,1,1,85.73733343332185,85.73733343332185
New York,Entire house,Entire place,8,2.0,1,0,163.87955171631808,163.87955171631808
New York,Entire house,Entire place,8,2.0,1,1,146.0901893864032,249.87229017966757
New York,Entire house,Entire place,8,3.0,1,0,109.45277251013931,109.45277251013931
New York,Entire house,Entire place,8,3.0,1,1,182.11970641510524,236.30334213164733
New York,Entire house,Entire place,8,4.0,1,1,282.74971684468187,426.6031546836594
New York,Entire house,Entire place,8,5.0,1,1,386.25445158376976,401.3893142455568
New York,Entire house,Entire place,8,6.0,1,1,486.885273799511,486.885273799511
New York,Entire house,Entire place,9,2.0,1,1,68.12968396720946,68.12968396720946
New York,Entire house,Entire place,9,3.0,1,1,300.35762597014474,319.4242693616605
New York,Entire house,Entire place,9,4.0,1,1,479.09200863158424,855.5398531125988
New York,Entire house,Entire place,10,3.0,1,1,216.43082273708188,283.8306118910001
New York,Entire house,Entire place,10,4.0,0,1,374.1743374275082,374.1743374275082
New York,Entire house,Entire place,10,4.0,1,0,709.0238418092828,709.0238418092828
New York,Entire house,Entire place,10,4.0,1,1,275.4361485741208,302.77109614306414
New York,Entire house,Entire place,10,5.0,1,1,385.5551099572995,725.5555917184979
New York,Entire house,Entire place,11,2.0,1,1,145.80076855575476,159.38031143892334
New York,Entire house,Entire place,11,3.0,0,0,223.00597867736465,223.00597867736465
New York,Entire house,Entire place,11,3.0,1,1,241.50735877341475,252.55430237833448
New York,Entire house,Entire place,11,4.0,1,1,263.58202385627806,305.8968235748906
New York,Entire house,Entire place,11,5.0,1,1,283.1294305250618,451.67350908138076
New York,Entire house,Entire place,12,2.0,0,1,248.48259471458672,248.48259471458672
New York,Entire house,Entire place,12,2.0,1,1,199.31185600735822,199.31185600735822
New York,Entire house,Entire place,12,3.0,1,1,203.37808810929715,286.9204383726853
New York,Entire house,Entire place,12,4.0,1,1,232.7292082613979,335.69124219468074
New York,Entire house,Entire place,12,5.0,1,1,437.84075158169884,720.7018482398704
New York,Entire house,Entire place,12,6.0,1,1,621.9409150647568,744.0823188969619
New York,Entire house,Entire place,13,3.0,1,1,447.4511606290358,484.24389194922793
New York,Entire house,Entire place,13,4.0,1,1,374.76305513929765,375.4210567623992
New York,Entire house,Entire place,13,7.0,1,1,4539.17354539203,4539.17354539203
New York,Entire house,Entire place,13,8.0,1,1,688.5763980019614,688.5763980019614
New York,Entire house,Entire place,14,3.0,1,0,369.0364773611998,369.0364773611998
New York,Entire house,Entire place,14,4.0,1,1,263.219386367985,274.03148003163614
New York,Entire house,Entire place,14,5.0,1,1,852.27594621837,852.27594621837
New York,Entire house,Entire place,14,6.0,1,1,328.94700149020355,372.50919455726535
New York,Entire house,Entire place,15,4.0,1,1,900.9810210734231,900.9810210734231
New York,Entire house,Entire place,16,2.0,1,1,1159.7783356962316,1159.7783356962316
New York,Entire house,Entire place,16,3.0,1,1,650.2673774650757,1641.5522635994673
New York,Entire house,Entire place,16,4.0,1,1,449.2722114165582,449.2722114165582
New York,Entire house,Entire place,16,5.0,1,0,532.3914329743575,532.3914329743575
New York,Entire house,Entire place,16,5.0,1,1,791.8263500131882,1278.6554836556413
New York,Entire house,Entire place,16,6.0,1,1,621.1832067793154,708.3852190352334
New York,Entire house,Entire place,16,7.0,1,1,1051.4010157896498,1051.4010157896498
New York,Entire house,Entire place,16,8.0,1,1,512.8669112466291,512.8669112466291
New York,Entire house,Entire place,16,14.0,1,1,1533.7706992355045,1533.7706992355045
New York,Entire loft,Entire place,2,1.0,1,0,262.1166531469748,262.1166531469748
New York,Entire loft,Entire place,2,1.0,1,1,149.19560162767638,215.38548020783446
New York,Entire loft,Entire place,2,2.0,1,0,156.0672723028485,156.0672723028485
New York,Entire loft,Entire place,2,2.0,1,1,147.11631902851485,211.3756481287256
New York,Entire loft,Entire place,2,3.0,1,1,595.2247993022563,595.2247993022563
New York,Entire loft,Entire place,3,1.0,1,0,235.02902750028093,235.02902750028093
New York,Entire loft,Entire place,3,1.0,1,1,174.7263978270208,195.39064792965658
New York,Entire loft,Entire place,3,2.0,1,0,184.52032571387429,184.52032571387429
New York,Entire loft,Entire place,3,2.0,1,1,247.64687276634064,476.36002356264703
New York,Entire loft,Entire place,4,1.0,1,1,152.57147917230853,173.5445825231909
New York,Entire loft,Entire place,4,2.0,1,1,201.86685497739825,363.33676370764647
New York,Entire loft,Entire place,4,3.0,1,1,412.4160694389105,668.9391314773715
New York,Entire loft,Entire place,5,1.0,1,1,160.66859871597808,201.13165412688636
New York,Entire loft,Entire place,5,2.0,1,1,242.8861876084395,421.84508677182066
New York,Entire loft,Entire place,5,3.0,1,1,218.86082757056738,326.4382057868035
New York,Entire loft,Entire place,6,1.0,1,1,244.25747520199153,486.1598535833169
New York,Entire loft,Entire place,6,2.0,1,0,101.27703243850868,101.27703243850868
New York,Entire loft,Entire place,6,2.0,1,1,309.296290291828,662.9231856502041
New York,Entire loft,Entire place,6,3.0,1,0,497.2281264465058,497.2281264465058
New York,Entire loft,Entire place,6,3.0,1,1,529.0924805936137,601.8229244554893
New York,Entire loft,Entire place,6,4.0,1,1,503.8358366950358,650.2770260253677
New York,Entire loft,Entire place,7,2.0,1,1,200.474797037899,220.50101451945258
New York,Entire loft,Entire place,7,3.0,1,1,451.6805974968869,451.6805974968869
New York,Entire loft,Entire place,7,5.0,1,1,239.78290356835436,239.78290356835436
New York,Entire loft,Entire place,8,2.0,1,1,235.03382612143145,277.5091118783194
New York,Entire loft,Entire place,8,4.0,1,1,652.4912541134833,654.7747257017704
New York,Entire loft,Entire place,10,3.0,1,1,626.2553912952537,626.2553912952537
New York,Entire loft,Entire place,12,2.0,1,1,369.9514116639931,369.9514116639931
New York,Entire loft,Entire place,12,4.0,1,1,703.5620166690181,703.5620166690181
New York,Entire loft,Entire place,15,6.0,1,1,1358.4915774353221,1701.1160849697203
New York,Entire loft,Entire place,16,1.0,1,1,410.3738787958597,410.3738787958597
New York,Entire loft,Entire place,16,4.0,1,1,1103.176279655656,1103.176279655656
New York,Entire place,Entire place,2,1.0,1,1,73.78189743270742,82.21301344959349
New York,Entire place,Entire place,3,1.0,1,1,94.36725874755682,103.3299777150645
New York,Entire place,Entire place,4,1.0,1,1,79.61850021098569,79.61850021098569
New York,Entire place,Entire place,5,2.0,1,1,229.53984257107513,229.53984257107513
New York,Entire place,Entire place,6,2.0,1,1,92.06132004554712,92.06132004554712
New York,Entire resort,Entire place,2,1.0,1,1,637.2572384769712,637.2572384769712
New York,Entire resort,Entire place,4,1.0,1,1,811.0017109879025,811.0017109879025
New York,Entire serviced apartment,Entire place,2,1.0,1,0,135.80129189123437,135.80129189123437
New York,Entire serviced apartment,Entire place,2,1.0,1,1,137.46457495346795,163.14097722866063
New York,Entire serviced apartment,Entire place,3,1.0,1,1,165.29547540030268,171.17598036653195
New York,Entire serviced apartment,Entire place,4,1.0,1,1,144.9967284647875,160.1953705023646
New York,Entire serviced apartment,Entire place,4,2.0,1,1,166.8892913167264,167.844926273407
New York,Entire serviced apartment,Entire place,5,1.0,1,1,175.66682350278077,203.34600956885353
New York,Entire serviced apartment,Entire place,5,2.0,1,1,146.2298921649251,233.15189035607287
New York,Entire serviced apartment,Entire place,6,1.0,1,1,397.11305113293923,397.11305113293923
New York,Entire serviced apartment,Entire place,6,2.0,1,1,161.06189754362322,418.11856305847147
New York,Entire townhouse,Entire place,1,1.0,1,1,99.52440354133863,99.52440354133863
New York,Entire townhouse,Entire place,2,1.0,1,0,128.78971655030946,136.42655317777246
New York,Entire townhouse,Entire place,2,1.0,1,1,98.07989554671953,145.3748712397365
New York,Entire townhouse,Entire place,2,2.0,1,1,101.70343034807972,102.67505998109249
New York,Entire townhouse,Entire place,2,4.0,1,1,98.8536146489557,98.8536146489557
New York,Entire townhouse,Entire place,3,1.0,1,0,121.83270326482659,124.84293819848887
New York,Entire townhouse,Entire place,3,1.0,1,1,148.79838176331558,223.69417677751176
New York,Entire townhouse,Entire place,3,2.0,1,1,131.48675203537155,227.60230949438122
New York,Entire townhouse,Entire place,3,4.0,1,1,420.2618317300318,420.2618317300318
New York,Entire townhouse,Entire place,4,1.0,1,0,84.82950755731713,113.31152008921579
New York,Entire townhouse,Entire place,4,1.0,1,1,118.25227949246828,152.32735351316225
New York,Entire townhouse,Entire place,4,2.0,1,0,92.30441195313693,119.81027777913766
New York,Entire townhouse,Entire place,4,2.0,1,1,153.61794236121392,200.25623633960126
New York,Entire townhouse,Entire place,4,3.0,1,1,127.64990491685377,184.47146391664904
New York,Entire townhouse,Entire place,4,4.0,1,1,117.33772322447601,117.33772322447601
New York,Entire townhouse,Entire place,5,1.0,1,1,79.13133881620695,81.26179776599842
New York,Entire townhouse,Entire place,5,2.0,1,1,131.77993166225212,161.79094508735736
New York,Entire townhouse,Entire place,5,3.0,1,0,143.46945867846026,147.4023362539785
New York,Entire townhouse,Entire place,5,3.0,1,1,220.17574798328172,342.5965612632429
New York,Entire townhouse,Entire place,5,4.0,1,1,348.0535235954448,348.4765406206294
New York,Entire townhouse,Entire place,5,5.0,1,1,213.3507518120113,213.3507518120113
New York,Entire townhouse,Entire place,6,1.0,1,1,151.302077440941,375.6641514656178
New York,Entire townhouse,Entire place,6,2.0,1,0,101.8761058340631,111.38451279613085
New York,Entire townhouse,Entire place,6,2.0,1,1,182.64537165079744,257.26091949718983
New York,Entire townhouse,Entire place,6,3.0,1,0,437.34947136397767,437.34947136397767
New York,Entire townhouse,Entire place,6,3.0,1,1,256.04121539836257,361.18217180185275
New York,Entire townhouse,Entire place,6,4.0,1,1,484.95535543601954,697.6924791587783
New York,Entire townhouse,Entire place,6,5.0,1,0,403.7945242600921,403.7945242600921
New York,Entire townhouse,Entire place,6,5.0,1,1,455.3057117236541,480.487125060878
New York,Entire townhouse,Entire place,7,2.0,1,1,152.74397603322956,152.74397603322956
